,name
13107,"Лезвие OLFA KB4-S/5 перовое, 6 мм, 23° (5 шт.)"
13108,"Пленка для ламинации мономерная Oraguard 210 G 000 1,37*50 м"
13109,"Лезвие HOB-2/5 крюковидное двухсторонее, 17,5 мм (5 шт.)"
13110,"Пленка ПВХ для нат.потолков MSD Classic satin, 230 г/м2, 180 мкм, 5 м*100 м, белый"
13111,"Пленка ПВХ для нат.потолков MSD Evo matte, 280 г/м2, 250 мкм, шагрень № 3, 5 м*100 м, белый"
13112,"Пленка ПВХ для нат.потолков MSD Evo matte, 280 г/м2, 250 мкм, 5 м*80 м, белый"
13113,Лист ПВХ Trovidur EC 25*1000*2000 мм белый
13115,"Меловой маркер Зубр Профессионал ММ-400, 2 мм, круглый, белый"
13117,"Блокаут 225г/кв.м, 1,6*78м. Термотрансфер. Ровный край"
13118,Лист полипропиленовый VikuLen OPTIMUM сополимер серый 3000х1500х6 мм
13120,Стержень PTFE натуральный д.35x1000 мм
13122,"Филамент для 3D печати d. 1.75, КРАСНЫЙ, НЕпрозрачный, катушка 1 кг"
13124,Профиль 1F trim  синий
13126,"Ткань Габардин 150г/кв.м, 1,6м*102м. Термотрансфер"
13127,Образец ПВХ Vikupor 2*2050*3050 мм белый
13129,Образец Пленка SAV 100 mc Vikujet (Neojet) белая 2/1070 матовая
13131,"Стержень полипропиленовый Polystone P/серый/д - 40 мм, 1м"
13133,Лист Sustamid 6 MO black 1000*620*10 mm черный
13135,"PVDF тройник 180*3,0 стыковое соединение"
13137,Лист полипропиленовый/Polystone P natural/натуральный/1200х450х20 мм
13139,Уголок Flexiframe черный матовый 4-х лучевой
13141,Уголок Flexiframe серый матовый 4-х лучевой
13143,"Световозвращающая пленка Lucentis LCR-5000 печатная желтая , тип А, класс I 1,22*45,7 м (с маркировкой)"
13144,Пакет zip-lock 15x15 см для Hogomaku
13146,"Образец профиля алюминиевый № 25 (основа и крышка), матовое серебро, 15 см"
13148,"Стержень SUSTAMID 6 natural д-170 мм, 3 м натуральный"
13150,PVDF заглушка д-63 мм/735 960 111
13152,"Ложная сетка 135г/кв.м, 1,65*111м. Термотрансфер."
13153,"PVDF отвод 45, д-63 мм/735 150 111"
13155,Лист ПК LTC 6 /2RS/1300 2100x6000 свет опал
13157,"Сатен 185 гр/м2, 1,6*125 м. Термотрансфер. ESWA"
13158,"Баннер короткий Vikuflex горячего ламинирования транслюцентный Backlit 510 г, 3,2*40 м мат 500D*500D, 18*12 new"
13159,"Образец Очиститель 3М Scotch Weld Cleaner Spray 50098 (Апельсинка), 500 мл"
13161,"Алюминиевая композитная панель 4000x1500x3 мм, (al 0.21 mm) цвет искристое серебро G0830"
13163,"Двусторонняя вспененная акриловая лента G15 SM Chemie™ 1,5*19 мм*25 м, серая, пластиковый лайнер"
13164,Лист полипропиленовый/Polystone P natural/натуральный/900х450х20 мм
13166,Стержень полипропиленовый/серый/д-16 мм/1м
13168,"Пластины для сухого офсета Torey позитивные 0,15mmх220x230mm"
13170,"Сатен 140г/кв.м, 1,6*65м. Термотрансфер. Q"
13171,"Защитная пленка на лобовое стекло Solartek WINDSHIELD SOLAREXT, 1,22*15 м, 135 мкм, прозрачная"
13173,"Таффета 55 г/кв.м, 1,6*123м. Термотрансфер"
13174,"Таффета 55 г/кв.м, 1,6*34,5м. Термотрансфер"
13175,"Таффета 65г/кв.м, 1,6*241м. Термотрансфер"
13176,"Комплект образцов вспененный листовой ПВХ Кармапласт 0,4 СП 5*1000*1000 мм"
13178,"Образец вспененный листовой ПВХ Кармапласт 0,5 ИП 12*1000*1000 мм"
13180,"Двусторонняя вспененная полиэтиленовая каучуковая лента BF11 SM Chemie™ 1,1*6 мм*50 м, чёрная, пластиковый лайнер"
13181,"Плёнка TeckWrap 1,52mx18m, розовый CG07"
13182,"Баннер короткий VikuFlex ламинированный Blackout, двухсторонний, 440гр, 30x2.5м мат 250Dx250D, 36x36"
13183,"Плёнка TeckWrap 1,52mx18m, желтый CG12"
13184,"Плёнка TeckWrap 1,52mx18m, темно-серый CG03"
13185,"Самоклеящаяся бронепленка Solartek STS CL SRPS 4MIL, 1,524*30,5 м, 112 мкм, PET, защита от царапин, прозрачная"
13187,Лист ПК LTC 10 /2RS/1700 2100x6000 бронза
13189,"Пластины для сухого офсета Torey позитивные 0,15mmх220x230mm нарезанные в размер 207х217мм"
13191,"Пленка Hexis HX30SCH01B шир. 1,37м"
13192,Лист ПП Biprint  5x2000x6000мм   1200г/м2 белый opaq.02
13194,"Пленка ПВХ для нат.потолков MSD Classic satin, 230 г/м2, 180 мкм, 2,7 м*100 м, белый"
13195,"Каталог печатный термопленок NOVA-FLEX - описания серий, инструкции по применению"
13197,образец Клейкая лента двусторонняя LP-811 мм х 19 мм х 10 м
13199,"Термопленка NOVA-FLEX SUBLISTOP, 0,50*2,5 м, 4001 - белый"
13200,"Блэкаут 250 г/м2, 1,6*120 м Термотрансфер. ESWA"
13201,"Габардин Софт, 150г/кв.м, 1,5*97м. Термотрансфер. Ровный край"
13202,"Бумага Ситилайт Vilaseca Skylight 135 г/м2 1,6м * 50м, сольвент, UV, латекс н6931"
13203,PVC-U фланцевый адаптор d-110 mm/721 810 114
13205,"УФ клей 301+ SM Chemie™, 100 мл, прозрачный, для склеивания оргстекла, обычных пластиков, поликарбоната. Низкая вязкость"
13207,"Ткань Интерлок (Прима Микрофибра), 140г/мкв, 1,6*89 м, Термотрансфер Y"
13208,"Обои Indorian (HOME ART Коралл) виниловые на полиэстеровой основе 1,37*50 м, негорючие"
13209,Лист ПП вспененный 2000х3000х10 мм зеленый (ral 6005)
13211,Cветодиод  XP-12D-3В синий
13213,"Ткань Шелк Армани 95 гр/м2, 96% ПЭ+4% спандекс, 1,5*180м. Термотрансфер L"
13214,Заготовка арт. №22-226.00.005/PPh grey/4х896х653
13216,"Бумага Blueback Torras, 1.6*94м, 115г, сольвент, н8744"
13217,Лист ПК сот.(СПК 06) Белг. 2100х6000х6мм янтарь
13219,"Уплотнение EPDM о-образное d. 53,34x5,33/748 410 012"
13221,"Перчатки с покрытием ПВХ точка Ultima из высокополимеризированного волокна, пара"
13223,"Сетка баннерная Г1 Harvey 370 г, 3,2*50 м, мат 1000D*1000D, 9*9 с подложкой"
13224,Блок питания импульсный 12В 150Вт герм/метал
13226,Лист фторопластовый/PVDF natural/поливинилиденфторид/натуральный/3000х1500х3 мм
13228,"Прокладка SteriPad 790x780x3 мм, 986 отв., шагрень"
13230,Flora PP2512UV-G5 (планшетный) (4Ricoh Gen5)
13232,"Монолитный поликарбонат Полигаль Мономакс 5*2050*3050 мм, прозрачный"
13234,LN-FX-50M-240V-Y (ЖЕЛТЫЙ)
13235,"Ткань Шелк Армани 95 гр/м2, 96% ПЭ+4% спандекс, 1,5*138м. Термотрансфер L"
13236,ND 81  Золото глянц. 3.04 м.
13238,ПВХ листы S46_00 6060 1173 0.32x440x620mm
13239,"Пленка самоклеящаяся Plo Plo F 049 M 1,22*15 м темно-синяя, матовая"
13240,"Флажная сетка 90г/кв.м, 1,6*10м. Прямая печать. Ровный край"
13241,Пластины матовые для ламинатора (L) 0.8 x 490 x 597
13243,Образец ПВХ Vikupor Ultra Light  5 мм А4
13245,Профиль Н стыковочный неразъемный 6мм*6000мм бронза
13247,"Габардин Стандарт Термотрансфер, 150 г/кв.м, 160 см 94,8 пог м"
13248,"Ткань Атлас 130 г/кв.м, 1,6*102 м. Сублимация"
13249,"Ткань Футер с петлей 310 гр/м2, 1,6*60 м Термотрансфер. Q"
13250,"Габардин Софт, 150г/кв.м, 1,5*112м. Термотрансфер. Ровный край"
13251,"Ткань Атлас 130 г/кв.м, 1,6*51 м. Сублимация"
13252,LN-FX-50M-240V-G (ЗЕЛЕНЫЙ)
13253,Лист полипропиленовый Vikulen сополимер 3*1500*3000 мм натуральный
13255,Пленка для DTF термотрансфера 30см х 100м
13257,ПП кран запорный шаровой д-50 мм/167 346 016
13259,"Габардин 150г/кв.м, 1,6*101м. Термотрансфер"
13260,"Наконечник нагревающий пресующий 6-13,3x11,6  MBM001A 310PLD019H"
13262,Лезвия 080 SUPERIOR QUALITY UTILITY BLADES (комплект 100шт)
13263,Режущий плоттер Summa S1 D120
13265,Стержень полиэтиленовый/сверхвысокомолекулярный/ Рolystone M green/зеленый/д-50 мм/2 м
13267,"Плёнка для печати Saviar белая 100 мк 1,07*50 м, матовая (HT — усиленный клей) (нарезка)"
13269,Лист полипропиленовый/Polystone P natural/натуральный/700х600х20 мм
13271,Лист ПП вспененный 2000х3000х15 мм натуральный
13273,"Пленка литая для печати Orajet 3951 G RA Plus 010, 1,52*50 м, 55 мкм, белая, глянцевая"
13274,"Атлас 140г/кв.м, 1,6*139м. Термотрансфер. Ровный край"
13275,Лист полиэтиленовый Matrox blue grey  3000х1250х25 мм
13277,"Пленка самоклеящаяся Foletti F061 G глянцевая зеленая 1,05*50"
